"Tanoo","30000001","Akpivem","30000003"
"Tanoo","30000001","Sasta","30000005"
"Tanoo","30000001","Yuzier","30000007"
"Lashesih","30000002","Sasta","30000005"
"Lashesih","30000002","Lisudeh","30002973"
"Akpivem","30000003","Tanoo","30000001"
"Akpivem","30000003","Yuzier","30000007"
"Akpivem","30000003","Maspah","30000052"
"Akpivem","30000003","Asghatil","30000084"
"Jark","30000004","Sasta","30000005"
"Jark","30000004","Odatrik","30002509"
"Sasta","30000005","Tanoo","30000001"
"Sasta","30000005","Lashesih","30000002"
"Sasta","30000005","Jark","30000004"
"Sasta","30000005","Hasiari","30000032"
"Zaid","30000006","Nirbhi","30000008"
"Zaid","30000006","Fovihi","30000023"
"Yuzier","30000007","Tanoo","30000001"
"Yuzier","30000007","Akpivem","30000003"
"Yuzier","30000007","Nirbhi","30000008"
"Nirbhi","30000008","Zaid","30000006"
"Nirbhi","30000008","Yuzier","30000007"
"Nirbhi","30000008","Nikh","30000057"
"Nirbhi","30000008","Tidacha","30000076"
"Sooma","30000009","Chidah","30000010"
"Chidah","30000010","Sooma","30000009"
"Chidah","30000010","Shenela","30000011"
"Chidah","30000010","Onsooh","30000013"
"Shenela","30000011","Chidah","30000010"
"Shenela","30000011","Dooz","30000038"
"Asabona","30000012","Onsooh","30000013"
"Asabona","30000012","Irshah","30000073"
"Onsooh","30000013","Chidah","30000010"
"Onsooh","30000013","Asabona","30000012"
"Onsooh","30000013","Shamahi","30000014"
"Onsooh","30000013","Sendaya","30000015"
"Onsooh","30000013","Nazhgete","30000016"
"Shamahi","30000014","Onsooh","30000013"
"Shamahi","30000014","Ilahed","30000090"
"Shamahi","30000014","Kehrara","30000098"
"Sendaya","30000015","Onsooh","30000013"
"Sendaya","30000015","Kazna","30000018"
"Sendaya","30000015","Mifrata","30000046"
"Sendaya","30000015","Doril","30001047"
"Nazhgete","30000016","Onsooh","30000013"
"Futzchag","30000017","Kazna","30000018"
"Futzchag","30000017","Lilmad","30000020"
"Futzchag","30000017","Kuharah","30000021"
"Futzchag","30000017","Jayneleb","30000022"
"Kazna","30000018","Sendaya","30000015"
"Kazna","30000018","Futzchag","30000017"
"Kazna","30000018","Kuharah","30000021"
"Podion","30000019","Jayneleb","30000022"
"Lilmad","30000020","Futzchag","30000017"
"Kuharah","30000021","Futzchag","30000017"
"Kuharah","30000021","Kazna","30000018"
"Jayneleb","30000022","Futzchag","30000017"
"Jayneleb","30000022","Podion","30000019"
"Fovihi","30000023","Zaid","30000006"
"Fovihi","30000023","Kiereend","30000024"
"Fovihi","30000023","Kasrasi","30000030"
"Kiereend","30000024","Fovihi","30000023"
"Kiereend","30000024","Rashy","30000025"
"Kiereend","30000024","Psasa","30000027"
"Kiereend","30000024","Eshtah","30000028"
"Rashy","30000025","Kiereend","30000024"
"Rashy","30000025","Ordize","30000026"
"Rashy","30000025","Psasa","30000027"
"Rashy","30000025","Eshtah","30000028"
"Ordize","30000026","Rashy","30000025"
"Ordize","30000026","Eshtah","30000028"
"Ordize","30000026","Lachailes","30000029"
"Ordize","30000026","Kasrasi","30000030"
"Psasa","30000027","Kiereend","30000024"
"Psasa","30000027","Rashy","30000025"
"Psasa","30000027","Eshtah","30000028"
"Eshtah","30000028","Kiereend","30000024"
"Eshtah","30000028","Rashy","30000025"
"Eshtah","30000028","Ordize","30000026"
"Eshtah","30000028","Psasa","30000027"
"Eshtah","30000028","Zet","30000064"
"Lachailes","30000029","Ordize","30000026"
"Lachailes","30000029","Kasrasi","30000030"
"Kasrasi","30000030","Fovihi","30000023"
"Kasrasi","30000030","Ordize","30000026"
"Kasrasi","30000030","Lachailes","30000029"
"Kasrasi","30000030","Arnola","30000112"
"Mohas","30000031","Radima","30000033"
"Mohas","30000031","Nimambal","30000035"
"Hasiari","30000032","Sasta","30000005"
"Hasiari","30000032","Radima","30000033"
"Hasiari","30000032","Alkez","30000034"
"Radima","30000033","Mohas","30000031"
"Radima","30000033","Hasiari","30000032"
"Alkez","30000034","Hasiari","30000032"
"Nimambal","30000035","Mohas","30000031"
"Nimambal","30000035","Yishinoon","30000036"
"Nimambal","30000035","Ubtes","30000114"
"Yishinoon","30000036","Nimambal","30000035"
"Yishinoon","30000036","Uplingur","30000037"
"Uplingur","30000037","Yishinoon","30000036"
"Uplingur","30000037","Trytedald","30002508"
"Dooz","30000038","Shenela","30000011"
"Dooz","30000038","Bayuka","30000039"
"Dooz","30000038","Uzistoon","30000040"
"Dooz","30000038","Sari","30000043"
"Bayuka","30000039","Dooz","30000038"
"Bayuka","30000039","Uzistoon","30000040"
"Bayuka","30000039","Bairshir","30000041"
"Uzistoon","30000040","Dooz","30000038"
"Uzistoon","30000040","Bayuka","30000039"
"Uzistoon","30000040","Sari","30000043"
"Bairshir","30000041","Bayuka","30000039"
"Bairshir","30000041","Moh","30000042"
"Moh","30000042","Bairshir","30000041"
"Sari","30000043","Dooz","30000038"
"Sari","30000043","Uzistoon","30000040"
"Sari","30000043","Timeor","30000100"
"Faspera","30000044","Jaymass","30000045"
"Faspera","30000044","Mifrata","30000046"
"Jaymass","30000045","Faspera","30000044"
"Jaymass","30000045","Mifrata","30000046"
"Jaymass","30000045","Ihal","30000048"
"Jaymass","30000045","Camal","30000049"
"Mifrata","30000046","Sendaya","30000015"
"Mifrata","30000046","Faspera","30000044"
"Mifrata","30000046","Jaymass","30000045"
"Mifrata","30000046","Majamar","30000047"
"Mifrata","30000046","Ihal","30000048"
"Majamar","30000047","Mifrata","30000046"
"Majamar","30000047","Fera","30000050"
"Ihal","30000048","Jaymass","30000045"
"Ihal","30000048","Mifrata","30000046"
"Ihal","30000048","Shedoo","30000106"
"Camal","30000049","Jaymass","30000045"
"Fera","30000050","Majamar","30000047"
"Juddi","30000051","Maspah","30000052"
"Juddi","30000051","Ibaria","30000053"
"Juddi","30000051","Khankenirdia","30000056"
"Juddi","30000051","Berta","30000109"
"Maspah","30000052","Akpivem","30000003"
"Maspah","30000052","Juddi","30000051"
"Maspah","30000052","Ibaria","30000053"
"Maspah","30000052","Shala","30000054"
"Maspah","30000052","Zemalu","30000055"
"Ibaria","30000053","Juddi","30000051"
"Ibaria","30000053","Maspah","30000052"
"Shala","30000054","Maspah","30000052"
"Shala","30000054","Zemalu","30000055"
"Zemalu","30000055","Maspah","30000052"
"Zemalu","30000055","Shala","30000054"
"Khankenirdia","30000056","Juddi","30000051"
"Nikh","30000057","Nirbhi","30000008"
"Nikh","30000057","Amphar","30000058"
"Nikh","30000057","Agha","30000061"
"Nikh","30000057","Usroh","30000068"
"Amphar","30000058","Nikh","30000057"
"Amphar","30000058","Salashayama","30000059"
"Amphar","30000058","Usroh","30000068"
"Amphar","30000058","Abha","30000105"
"Salashayama","30000059","Amphar","30000058"
"Salashayama","30000059","Janus","30000060"
"Janus","30000060","Salashayama","30000059"
"Janus","30000060","Iosantin","30000062"
"Janus","30000060","Orva","30000063"
"Janus","30000060","Akhrad","30000065"
"Agha","30000061","Nikh","30000057"
"Iosantin","30000062","Janus","30000060"
"Iosantin","30000062","Akhrad","30000065"
"Iosantin","30000062","Sharir","30000067"
"Orva","30000063","Janus","30000060"
"Orva","30000063","Zet","30000064"
"Orva","30000063","Thiarer","30000069"
"Zet","30000064","Eshtah","30000028"
"Zet","30000064","Orva","30000063"
"Zet","30000064","Pirohdim","30000066"
"Zet","30000064","Thiarer","30000069"
"Akhrad","30000065","Janus","30000060"
"Akhrad","30000065","Iosantin","30000062"
"Akhrad","30000065","Sharir","30000067"
"Akhrad","30000065","Uanzin","30000118"
"Pirohdim","30000066","Zet","30000064"
"Pirohdim","30000066","Thiarer","30000069"
"Sharir","30000067","Iosantin","30000062"
"Sharir","30000067","Akhrad","30000065"
"Usroh","30000068","Nikh","30000057"
"Usroh","30000068","Amphar","30000058"
"Thiarer","30000069","Orva","30000063"
"Thiarer","30000069","Zet","30000064"
"Thiarer","30000069","Pirohdim","30000066"
"Gomati","30000070","Irshah","30000073"
"Gomati","30000070","Hasateem","30000074"
"Gomati","30000070","Assah","30000075"
"Gomati","30000070","Bar","30000085"
"Jangar","30000071","Hasateem","30000074"
"Nakah","30000072","Hasateem","30000074"
"Nakah","30000072","Assah","30000075"
"Nakah","30000072","Rahadalon","30002982"
"Irshah","30000073","Asabona","30000012"
"Irshah","30000073","Gomati","30000070"
"Irshah","30000073","Bar","30000085"
"Hasateem","30000074","Gomati","30000070"
"Hasateem","30000074","Jangar","30000071"
"Hasateem","30000074","Nakah","30000072"
"Hasateem","30000074","Assah","30000075"
"Assah","30000075","Gomati","30000070"
"Assah","30000075","Nakah","30000072"
"Assah","30000075","Hasateem","30000074"
"Assah","30000075","G-5EN2","30003703"
"Tidacha","30000076","Nirbhi","30000008"
"Tidacha","30000076","Odlib","30000077"
"Tidacha","30000076","Milu","30000079"
"Odlib","30000077","Tidacha","30000076"
"Odlib","30000077","Jofan","30000078"
"Odlib","30000077","Yadi","30000080"
"Jofan","30000078","Odlib","30000077"
"Jofan","30000078","Yadi","30000080"
"Milu","30000079","Tidacha","30000076"
"Yadi","30000080","Odlib","30000077"
"Yadi","30000080","Jofan","30000078"
"Yadi","30000080","Buftiar","30000081"
"Buftiar","30000081","Yadi","30000080"
"Jarizza","30000082","Ejahi","30000083"
"Jarizza","30000082","Asghatil","30000084"
"Jarizza","30000082","Bar","30000085"
"Ejahi","30000083","Jarizza","30000082"
"Ejahi","30000083","Gelhan","30000087"
"Asghatil","30000084","Akpivem","30000003"
"Asghatil","30000084","Jarizza","30000082"
"Asghatil","30000084","Sucha","30000086"
"Bar","30000085","Gomati","30000070"
"Bar","30000085","Irshah","30000073"
"Bar","30000085","Jarizza","30000082"
"Bar","30000085","Sucha","30000086"
"Bar","30000085","Gamis","30000107"
"Sucha","30000086","Asghatil","30000084"
"Sucha","30000086","Bar","30000085"
"Gelhan","30000087","Ejahi","30000083"
"Gelhan","30000087","Akeva","30000088"
"Akeva","30000088","Gelhan","30000087"
"Sosa","30000089","Ilahed","30000090"
"Sosa","30000089","Eshwil","30000091"
"Sosa","30000089","Aranir","30000092"
"Ilahed","30000090","Shamahi","30000014"
"Ilahed","30000090","Sosa","30000089"
"Ilahed","30000090","Ishkad","30000093"
"Eshwil","30000091","Sosa","30000089"
"Aranir","30000092","Sosa","30000089"
"Aranir","30000092","Hahyil","30000094"
"Ishkad","30000093","Ilahed","30000090"
"Hahyil","30000094","Aranir","30000092"
"Asilem","30000095","Shach","30000097"
"Asilem","30000095","Dysa","30000102"
"Mahnagh","30000096","Shach","30000097"
"Shach","30000097","Asilem","30000095"
"Shach","30000097","Mahnagh","30000096"
"Shach","30000097","Kehrara","30000098"
"Shach","30000097","Timeor","30000100"
"Kehrara","30000098","Shamahi","30000014"
"Kehrara","30000098","Shach","30000097"
"Kehrara","30000098","Arena","30000099"
"Kehrara","30000098","Dysa","30000102"
"Arena","30000099","Kehrara","30000098"
"Arena","30000099","Uhtafal","30000101"
"Arena","30000099","Dysa","30000102"
"Arena","30000099","Serad","30000103"
"Timeor","30000100","Sari","30000043"
"Timeor","30000100","Shach","30000097"
"Uhtafal","30000101","Arena","30000099"
"Uhtafal","30000101","Serad","30000103"
"Uhtafal","30000101","Abha","30000105"
"Dysa","30000102","Asilem","30000095"
"Dysa","30000102","Kehrara","30000098"
"Dysa","30000102","Arena","30000099"
"Dysa","30000102","Mahti","30000104"
"Serad","30000103","Arena","30000099"
"Serad","30000103","Uhtafal","30000101"
"Mahti","30000104","Dysa","30000102"
"Abha","30000105","Amphar","30000058"
"Abha","30000105","Uhtafal","30000101"
"Shedoo","30000106","Ihal","30000048"
"Shedoo","30000106","Gamis","30000107"
"Shedoo","30000106","Berta","30000109"
"Gamis","30000107","Bar","30000085"
"Gamis","30000107","Shedoo","30000106"
"Gamis","30000107","Nieril","30000108"
"Gamis","30000107","Bekirdod","30000110"
"Gamis","30000107","Hothomouh","30000111"
"Nieril","30000108","Gamis","30000107"
"Nieril","30000108","Hothomouh","30000111"
"Berta","30000109","Juddi","30000051"
"Berta","30000109","Shedoo","30000106"
"Berta","30000109","Bekirdod","30000110"
"Berta","30000109","Hothomouh","30000111"
"Bekirdod","30000110","Gamis","30000107"
"Bekirdod","30000110","Berta","30000109"
"Hothomouh","30000111","Gamis","30000107"
"Hothomouh","30000111","Nieril","30000108"
"Hothomouh","30000111","Berta","30000109"
"Arnola","30000112","Kasrasi","30000030"
"Arnola","30000112","Astabih","30000113"
"Arnola","30000112","Uanzin","30000118"
"Astabih","30000113","Arnola","30000112"
